X_WGS84,Y_WGS84,GuloGulo_AllData_RUN1 logistic values
-169.5,52.000007823,1.8450456E-4
-166.5,52.000007823,0.0
-133.5,52.000007823,3.5800524E-5
-130.5,52.000007823,3.671246E-5
-127.5,52.000007823,1.8493438E-4
-124.5,52.000007823,4.1036127E-4
-121.5,52.000007823,5.726715E-4
-118.5,52.000007823,8.667017E-4
-115.5,52.000007823,0.003989428
-112.5,52.000007823,0.008981428
-109.5,52.000007823,0.018688587
-106.5,52.000007823,0.12410566
-103.5,52.000007823,0.19882573
-100.5,52.000007823,0.22851914
-97.5,52.000007823,0.39613733
-94.5,52.000007823,0.3852012
-91.5,52.000007823,0.37790066
-88.5,52.000007823,0.3682862
-85.5,52.000007823,0.22849059
-82.5,52.000007823,0.19701232
-79.5,52.000007823,0.2328101
-76.5,52.000007823,0.34977433
-73.5,52.000007823,0.83892
-70.5,52.000007823,0.61172485
-67.5,52.000007823,0.20517105
-64.5,52.000007823,0.17204298
-61.5,52.000007823,0.12646502
-58.5,52.000007823,0.023454268
-55.5,52.000007823,0.013051207
-10.5,52.000007823,2.2175467E-5
-7.5,52.000007823,2.3727851E-5
-4.5,52.000007823,3.6055768E-5
-1.5,52.000007823,3.424964E-5
1.5,52.000007823,3.840527E-5
4.5,52.000007823,4.4771903E-5
7.5,52.000007823,2.0519237E-4
10.5,52.000007823,2.3239634E-4
13.5,52.000007823,2.958343E-4
16.5,52.000007823,5.7660585E-4
19.5,52.000007823,6.80225E-4
22.5,52.000007823,7.549917E-4
25.5,52.000007823,7.9962396E-4
28.5,52.000007823,0.0
31.5,52.000007823,0.013012199
34.5,52.000007823,0.015413516
37.5,52.000007823,0.018491616
40.5,52.000007823,0.08321714
43.5,52.000007823,0.10137732
46.5,52.000007823,0.1747921
49.5,52.000007823,0.21186668
52.5,52.000007823,0.31658137
55.5,52.000007823,0.40021965
58.5,52.000007823,0.2467651
61.5,52.000007823,0.018547857
64.5,52.000007823,0.039026964
67.5,52.000007823,0.035824567
70.5,52.000007823,0.036116704
73.5,52.000007823,0.037969325
76.5,52.000007823,0.043354325
79.5,52.000007823,0.03720807
82.5,52.000007823,0.35766205
85.5,52.000007823,0.11231297
88.5,52.000007823,0.33302587
91.5,52.000007823,0.9748434
94.5,52.000007823,0.9748434
97.5,52.000007823,0.9748434
100.5,52.000007823,0.38207358
103.5,52.000007823,0.0
106.5,52.000007823,0.80563676
109.5,52.000007823,0.9748434
112.5,52.000007823,0.9748434
115.5,52.000007823,0.9748434
118.5,52.000007823,0.9748434
121.5,52.000007823,0.9748434
124.5,52.000007823,0.9748434
127.5,52.000007823,0.9748434
130.5,52.000007823,0.9748434
133.5,52.000007823,0.9748434
136.5,52.000007823,0.9748434
139.5,52.000007823,0.9463736
142.5,52.000007823,0.38848975
154.5,52.000007823,0.009021858
157.5,52.000007823,0.022353817
160.5,52.000007823,0.016125588
172.5,52.000007823,1.8617856E-4
178.5,52.000007823,1.8028943E-4
-127.5,49.000007823,2.7642232E-5
-124.5,49.000007823,1.4370994E-4
-121.5,49.000007823,3.533095E-4
-118.5,49.000007823,5.5731524E-4
-115.5,49.000007823,5.00199E-4
-112.5,49.000007823,0.0026255413
-109.5,49.000007823,0.0010754612
-106.5,49.000007823,2.5996237E-4
-103.5,49.000007823,0.017847233
-100.5,49.000007823,0.01002342
-97.5,49.000007823,0.19452478
-94.5,49.000007823,0.34764516
-91.5,49.000007823,0.20886494
-88.5,49.000007823,0.0
-85.5,49.000007823,0.0032245477
-82.5,49.000007823,0.004171682
-79.5,49.000007823,0.11158485
-76.5,49.000007823,0.20386086
-73.5,49.000007823,0.20116682
-70.5,49.000007823,0.16907728
-67.5,49.000007823,0.122477844
-64.5,49.000007823,0.020679653
-61.5,49.000007823,0.01729608
-58.5,49.000007823,0.008808037
-55.5,49.000007823,6.740271E-4
-52.5,49.000007823,1.1461739E-4
-7.5,49.000007823,2.9947758E-5
-4.5,49.000007823,2.986693E-5
-1.5,49.000007823,3.1083993E-5
1.5,49.000007823,3.675631E-5
4.5,49.000007823,4.22542E-5
7.5,49.000007823,2.2201949E-4
10.5,49.000007823,2.505638E-4
13.5,49.000007823,4.522804E-4
16.5,49.000007823,4.7821185E-4
19.5,49.000007823,5.4496864E-4
22.5,49.000007823,6.186878E-4
25.5,49.000007823,6.8872084E-4
28.5,49.000007823,8.6650497E-4
31.5,49.000007823,0.012835322
34.5,49.000007823,0.014597478
37.5,49.000007823,0.017156083
40.5,49.000007823,0.05975639
43.5,49.000007823,0.09794582
46.5,49.000007823,0.0034460712
49.5,49.000007823,0.005628708
52.5,49.000007823,0.023969764
55.5,49.000007823,0.011340764
58.5,49.000007823,0.016961094
61.5,49.000007823,0.023940168
64.5,49.000007823,0.03162618
67.5,49.000007823,0.034222096
70.5,49.000007823,0.016060574
73.5,49.000007823,0.030948177
76.5,49.000007823,0.033706874
79.5,49.000007823,0.03143127
82.5,49.000007823,0.3637333
85.5,49.000007823,0.123195395
88.5,49.000007823,4.377562E-4
91.5,49.000007823,0.9748434
94.5,49.000007823,0.9748434
97.5,49.000007823,0.9748434
100.5,49.000007823,0.004577258
103.5,49.000007823,4.0282015E-4
106.5,49.000007823,0.9748434
109.5,49.000007823,0.9748434
112.5,49.000007823,0.9748434
115.5,49.000007823,0.9748434
118.5,49.000007823,0.9748434
121.5,49.000007823,0.9748434
124.5,49.000007823,0.9748434
127.5,49.000007823,0.9748434
130.5,49.000007823,0.9748434
133.5,49.000007823,0.9748434
136.5,49.000007823,0.5942822
139.5,49.000007823,0.33724946
142.5,49.000007823,0.26935634
145.5,49.000007823,0.18275979
154.5,49.000007823,0.0
-124.5,46.000007823,1.9637077E-5
-121.5,46.000007823,1.6182645E-4
-118.5,46.000007823,3.652883E-4
-115.5,46.000007823,3.5799475E-4
-112.5,46.000007823,0.0017637274
-109.5,46.000007823,0.0020657391
-106.5,46.000007823,0.0020692223
-103.5,46.000007823,0.005176769
-100.5,46.000007823,0.012345674
-97.5,46.000007823,0.015993167
-94.5,46.000007823,0.0032281484
-91.5,46.000007823,0.010817861
-88.5,46.000007823,0.00823767
-85.5,46.000007823,0.0033552912
-82.5,46.000007823,0.0010900839
-79.5,46.000007823,0.0019635912
-76.5,46.000007823,0.0
-73.5,46.000007823,0.0
-70.5,46.000007823,0.008464677
-67.5,46.000007823,0.004784374
-64.5,46.000007823,9.481175E-4
-61.5,46.000007823,1.5645158E-4
-58.5,46.000007823,0.0
-55.5,46.000007823,4.843024E-4
-52.5,46.000007823,4.5466895E-4
-4.5,46.000007823,2.9287345E-5
-1.5,46.000007823,3.2053325E-5
1.5,46.000007823,3.3232296E-5
4.5,46.000007823,4.5546945E-5
7.5,46.000007823,2.4548155E-4
10.5,46.000007823,2.747428E-4
13.5,46.000007823,2.6517996E-4
16.5,46.000007823,2.9888243E-4
19.5,46.000007823,3.3338912E-4
22.5,46.000007823,3.2316407E-4
25.5,46.000007823,5.7396333E-4
28.5,46.000007823,4.7563575E-4
31.5,46.000007823,0.0070040612
34.5,46.000007823,5.060894E-4
37.5,46.000007823,0.0073597156
40.5,46.000007823,0.001028078
43.5,46.000007823,0.0
46.5,46.000007823,0.0021312865
49.5,46.000007823,0.0
52.5,46.000007823,8.6664454E-7
55.5,46.000007823,1.9433044E-6
58.5,46.000007823,4.3729933E-6
61.5,46.000007823,5.0857993E-6
64.5,46.000007823,4.4562375E-6
67.5,46.000007823,0.0
70.5,46.000007823,1.12704576E-7
73.5,46.000007823,1.3846385E-10
76.5,46.000007823,0.006379401
79.5,46.000007823,0.002507693
82.5,46.000007823,0.006163787
85.5,46.000007823,3.5325262E-10
88.5,46.000007823,2.15493E-6
91.5,46.000007823,2.5952383E-7
94.5,46.000007823,1.1198136E-7
97.5,46.000007823,1.2349983E-7
100.5,46.000007823,4.2890804E-4
103.5,46.000007823,6.9353665E-4
106.5,46.000007823,2.3625771E-11
109.5,46.000007823,7.016117E-12
112.5,46.000007823,0.11002757
115.5,46.000007823,0.22436085
118.5,46.000007823,0.8052672
121.5,46.000007823,0.39241415
124.5,46.000007823,0.47839454
127.5,46.000007823,0.9748434
130.5,46.000007823,0.4490639
133.5,46.000007823,0.41703486
136.5,46.000007823,0.18068707
139.5,46.000007823,0.048675932
142.5,46.000007823,0.028986517
148.5,46.000007823,0.016254632
151.5,46.000007823,0.0055326098
-124.5,43.000007823,1.6656504E-5
-121.5,43.000007823,1.333772E-4
-118.5,43.000007823,2.3841183E-5
-115.5,43.000007823,0.0016187784
-112.5,43.000007823,0.0023380732
-109.5,43.000007823,0.0012501293
-106.5,43.000007823,6.274924E-5
-103.5,43.000007823,0.0028864094
-100.5,43.000007823,0.0045616347
-97.5,43.000007823,0.006777837
-94.5,43.000007823,0.007747142
-91.5,43.000007823,0.0068084425
-88.5,43.000007823,0.005320925
-85.5,43.000007823,0.003056979
-82.5,43.000007823,0.0010478596
-79.5,43.000007823,9.662892E-4
-76.5,43.000007823,0.0028436417
-73.5,43.000007823,0.0036842783
-70.5,43.000007823,0.002561582
-67.5,43.000007823,7.4445864E-4
-64.5,43.000007823,5.016385E-4
-58.5,43.000007823,0.0037292545
-10.5,43.000007823,2.252169E-5
-7.5,43.000007823,2.8234987E-5
-4.5,43.000007823,3.327464E-5
-1.5,43.000007823,3.2900465E-5
1.5,43.000007823,3.9173985E-5
4.5,43.000007823,4.1124295E-5
7.5,43.000007823,4.4605124E-5
10.5,43.000007823,5.013381E-5
13.5,43.000007823,5.3868716E-5
16.5,43.000007823,5.5647248E-5
19.5,43.000007823,2.5939415E-4
22.5,43.000007823,2.963062E-4
25.5,43.000007823,3.4242426E-4
28.5,43.000007823,7.705407E-5
31.5,43.000007823,4.311379E-5
34.5,43.000007823,5.8864032E-5
37.5,43.000007823,7.64252E-5
40.5,43.000007823,2.4225812E-4
43.5,43.000007823,5.017277E-4
46.5,43.000007823,8.2530646E-4
49.5,43.000007823,2.0837253E-4
52.5,43.000007823,0.0
55.5,43.000007823,1.1844079E-8
58.5,43.000007823,5.877092E-8
61.5,43.000007823,6.38648E-8
64.5,43.000007823,6.674534E-8
67.5,43.000007823,1.6012491E-4
70.5,43.000007823,0.0053179134
73.5,43.000007823,0.0054309964
76.5,43.000007823,2.4481583E-4
79.5,43.000007823,0.006195894
82.5,43.000007823,9.130735E-5
85.5,43.000007823,0.0
88.5,43.000007823,1.1816095E-7
91.5,43.000007823,5.861644E-8
94.5,43.000007823,9.707328E-8
97.5,43.000007823,9.162012E-8
100.5,43.000007823,9.9305346E-8
103.5,43.000007823,8.3136996E-8
106.5,43.000007823,2.1867226E-7
109.5,43.000007823,1.4323575E-7
112.5,43.000007823,2.522359E-4
115.5,43.000007823,2.3316777E-4
118.5,43.000007823,0.021424195
121.5,43.000007823,0.031777915
124.5,43.000007823,0.35276
127.5,43.000007823,0.0
130.5,43.000007823,0.102067515
133.5,43.000007823,0.23239642
136.5,43.000007823,0.11064304
139.5,43.000007823,0.011976767
142.5,43.000007823,0.014669054
145.5,43.000007823,0.019995047
-124.5,40.000007823,1.3701566E-5
-121.5,40.000007823,2.9123017E-5
-118.5,40.000007823,1.9205505E-5
-115.5,40.000007823,3.749056E-5
-112.5,40.000007823,5.837647E-5
-109.5,40.000007823,6.171861E-5
-106.5,40.000007823,0.0016266966
-103.5,40.000007823,0.0021778634
-100.5,40.000007823,0.003342818
-97.5,40.000007823,0.0046022064
-94.5,40.000007823,0.00472125
-91.5,40.000007823,0.0044612787
-88.5,40.000007823,0.0041136607
-85.5,40.000007823,0.0026573164
-82.5,40.000007823,7.401739E-4
-79.5,40.000007823,6.150402E-4
-76.5,40.000007823,4.3630108E-4
-73.5,40.000007823,4.3268737E-4
-70.5,40.000007823,4.0472485E-4
-28.5,40.000007823,2.7211534E-5
-10.5,40.000007823,2.2102437E-5
-7.5,40.000007823,3.2296266E-5
-4.5,40.000007823,4.616694E-5
-1.5,40.000007823,4.053524E-5
1.5,40.000007823,3.8230603E-5
4.5,40.000007823,3.799536E-5
7.5,40.000007823,3.8670496E-5
10.5,40.000007823,4.2859232E-5
13.5,40.000007823,3.9949326E-5
16.5,40.000007823,4.793231E-5
19.5,40.000007823,4.6245317E-5
22.5,40.000007823,5.7300505E-5
25.5,40.000007823,5.4476535E-5
28.5,40.000007823,4.868011E-5
31.5,40.000007823,2.3974181E-4
34.5,40.000007823,2.492229E-4
37.5,40.000007823,2.873745E-4
40.5,40.000007823,6.775791E-4
43.5,40.000007823,7.257551E-4
46.5,40.000007823,3.8969223E-4
49.5,40.000007823,2.10266E-5
52.5,40.000007823,8.667652E-10
55.5,40.000007823,5.180172E-9
58.5,40.000007823,2.3550848E-8
61.5,40.000007823,1.9464306E-8
64.5,40.000007823,3.1581758E-13
67.5,40.000007823,0.0013782424
70.5,40.000007823,0.0036313867
73.5,40.000007823,0.009360784
76.5,40.000007823,6.3671465E-8
79.5,40.000007823,4.1627626E-8
82.5,40.000007823,5.109764E-8
85.5,40.000007823,5.766106E-8
88.5,40.000007823,5.281435E-8
91.5,40.000007823,4.170843E-8
94.5,40.000007823,4.9586273E-8
97.5,40.000007823,4.6994895E-8
100.5,40.000007823,4.4885784E-8
103.5,40.000007823,6.5758634E-8
106.5,40.000007823,5.977063E-8
109.5,40.000007823,3.2229145E-4
112.5,40.000007823,0.010770671
115.5,40.000007823,0.0077930097
118.5,40.000007823,0.0074031837
121.5,40.000007823,0.09742976
124.5,40.000007823,0.100890346
127.5,40.000007823,0.0103809675
130.5,40.000007823,9.961792E-4
139.5,40.000007823,0.011683332
142.5,40.000007823,1.6607087E-4
-121.5,37.000007823,1.5847749E-5
-118.5,37.000007823,3.8088943E-5
-115.5,37.000007823,5.587365E-6
-112.5,37.000007823,2.3077968E-5
-109.5,37.000007823,3.1166335E-5
-106.5,37.000007823,0.0013843081
-103.5,37.000007823,9.909438E-4
-100.5,37.000007823,0.001579743
-97.5,37.000007823,4.5596823E-4
-94.5,37.000007823,3.0307993E-4
-91.5,37.000007823,0.0012006166
-88.5,37.000007823,9.293456E-5
-85.5,37.000007823,7.511243E-5
-82.5,37.000007823,2.597884E-4
-79.5,37.000007823,6.051314E-5
-76.5,37.000007823,6.769666E-5
-28.5,37.000007823,2.808855E-5
-25.5,37.000007823,2.2485858E-5
-7.5,37.000007823,2.9513878E-5
-4.5,37.000007823,3.7304064E-5
-1.5,37.000007823,3.5874837E-5
1.5,37.000007823,5.7577392E-5
4.5,37.000007823,4.47612E-5
7.5,37.000007823,3.881089E-5
10.5,37.000007823,3.5368208E-5
13.5,37.000007823,4.4110504E-5
16.5,37.000007823,3.977506E-5
19.5,37.000007823,4.567575E-5
22.5,37.000007823,4.3456916E-5
25.5,37.000007823,4.7207803E-5
28.5,37.000007823,4.482243E-5
31.5,37.000007823,5.1285304E-5
34.5,37.000007823,5.3051437E-5
37.5,37.000007823,7.585699E-5
40.5,37.000007823,3.0961228E-4
43.5,37.000007823,3.570786E-4
46.5,37.000007823,0.0020342362
49.5,37.000007823,7.0735965E-5
52.5,37.000007823,7.619852E-5
55.5,37.000007823,2.101185E-6
58.5,37.000007823,4.0762185E-5
61.5,37.000007823,9.619126E-6
64.5,37.000007823,8.756099E-6
67.5,37.000007823,8.941547E-6
70.5,37.000007823,7.299466E-4
73.5,37.000007823,2.8847627E-4
76.5,37.000007823,6.5960705E-8
79.5,37.000007823,3.3926906E-8
82.5,37.000007823,3.2250092E-8
85.5,37.000007823,4.540957E-8
88.5,37.000007823,3.052114E-8
91.5,37.000007823,2.7604122E-8
94.5,37.000007823,2.7504196E-8
97.5,37.000007823,1.2053265E-4
100.5,37.000007823,0.002550661
103.5,37.000007823,8.5836815E-5
106.5,37.000007823,0.002367517
109.5,37.000007823,0.0047400645
112.5,37.000007823,0.0043771663
115.5,37.000007823,0.0034932469
118.5,37.000007823,0.0024255004
121.5,37.000007823,0.008694268
124.5,37.000007823,0.01465743
127.5,37.000007823,0.003316201
130.5,37.000007823,4.6390254E-4
133.5,37.000007823,8.6816006E-5
136.5,37.000007823,1.0491876E-4
139.5,37.000007823,4.588668E-4
142.5,37.000007823,1.964848E-5
-121.5,34.000007823,6.7246847E-6
-118.5,34.000007823,1.0891336E-5
-115.5,34.000007823,1.0482258E-6
-112.5,34.000007823,9.2570883E-7
-109.5,34.000007823,9.8435194E-5
-106.5,34.000007823,2.6469354E-6
-103.5,34.000007823,1.3184207E-4
-100.5,34.000007823,1.9807817E-4
-97.5,34.000007823,7.608337E-5
-94.5,34.000007823,6.381354E-5
-91.5,34.000007823,6.56694E-5
-88.5,34.000007823,5.348824E-5
-85.5,34.000007823,4.9259797E-5
-82.5,34.000007823,4.3517055E-5
-79.5,34.000007823,4.5810782E-5
-76.5,34.000007823,5.0946957E-5
-16.5,34.000007823,1.6393238E-5
-7.5,34.000007823,2.1152939E-5
-4.5,34.000007823,3.283875E-5
-1.5,34.000007823,1.0263411E-6
1.5,34.000007823,1.5018486E-6
4.5,34.000007823,3.7565887E-10
7.5,34.000007823,3.7705944E-10
10.5,34.000007823,1.0479762E-6
13.5,34.000007823,6.5399905E-7
22.5,34.000007823,2.3549395E-5
25.5,34.000007823,4.4429995E-5
28.5,34.000007823,4.5948127E-5
31.5,34.000007823,2.6410258E-5
34.5,34.000007823,3.345925E-5
37.5,34.000007823,1.1345239E-6
40.5,34.000007823,1.348009E-9
43.5,34.000007823,1.8440445E-13
46.5,34.000007823,2.9395567E-4
49.5,34.000007823,3.4959186E-5
52.5,34.000007823,2.5175433E-9
55.5,34.000007823,2.1737359E-9
58.5,34.000007823,1.7053114E-9
61.5,34.000007823,6.426543E-6
64.5,34.000007823,6.0391372E-5
67.5,34.000007823,6.87029E-4
70.5,34.000007823,7.542199E-5
73.5,34.000007823,6.8734276E-5
76.5,34.000007823,0.0011982314
79.5,34.000007823,3.428905E-8
82.5,34.000007823,2.714789E-8
85.5,34.000007823,5.9681255E-9
88.5,34.000007823,2.1537036E-5
91.5,34.000007823,2.0112499E-5
94.5,34.000007823,8.037566E-4
97.5,34.000007823,7.312529E-4
100.5,34.000007823,5.2468054E-4
103.5,34.000007823,3.5025403E-4
106.5,34.000007823,4.240833E-4
109.5,34.000007823,5.5195467E-4
112.5,34.000007823,5.647091E-4
115.5,34.000007823,1.493473E-4
118.5,34.000007823,1.5361278E-4
121.5,34.000007823,0.0016482287
124.5,34.000007823,0.0014015831
127.5,34.000007823,1.0366995E-4
130.5,34.000007823,8.5158325E-5
133.5,34.000007823,9.059462E-5
136.5,34.000007823,9.131502E-5
139.5,34.000007823,7.7026656E-5
-115.5,31.000007823,6.9596903E-15
-112.5,31.000007823,5.5212473E-7
-109.5,31.000007823,2.2550044E-5
-106.5,31.000007823,7.125196E-7
-103.5,31.000007823,8.1690746E-7
-100.5,31.000007823,4.3229014E-5
-97.5,31.000007823,4.9016286E-5
-94.5,31.000007823,4.3676086E-5
-91.5,31.000007823,3.9022907E-5
-88.5,31.000007823,3.8044043E-5
-85.5,31.000007823,3.3467844E-5
-82.5,31.000007823,2.9844854E-5
-79.5,31.000007823,4.589201E-5
-64.5,31.000007823,3.0003102E-5
-10.5,31.000007823,4.4939034E-7
-7.5,31.000007823,7.5479613E-7
-4.5,31.000007823,1.4196255E-9
-1.5,31.000007823,1.8188421E-9
1.5,31.000007823,1.4505589E-9
4.5,31.000007823,1.8060943E-9
7.5,31.000007823,1.6072371E-9
10.5,31.000007823,2.446442E-10
13.5,31.000007823,2.0393202E-10
16.5,31.000007823,1.4516889E-10
19.5,31.000007823,1.2235035E-10
22.5,31.000007823,1.3382426E-10
25.5,31.000007823,1.4869528E-10
28.5,31.000007823,1.4557985E-10
31.5,31.000007823,1.4296381E-10
34.5,31.000007823,6.4841936E-7
37.5,31.000007823,2.9274325E-10
40.5,31.000007823,4.7778836E-10
43.5,31.000007823,1.4578412E-9
46.5,31.000007823,1.4055844E-9
49.5,31.000007823,5.574231E-6
52.5,31.000007823,6.7403307E-6
55.5,31.000007823,1.6120476E-9
58.5,31.000007823,3.5523706E-10
61.5,31.000007823,1.7013041E-9
64.5,31.000007823,1.6606815E-9
67.5,31.000007823,6.6491402E-6
70.5,31.000007823,4.386958E-6
73.5,31.000007823,2.9421568E-5
76.5,31.000007823,4.25621E-5
79.5,31.000007823,2.963008E-4
82.5,31.000007823,3.6537347E-4
85.5,31.000007823,9.662077E-6
88.5,31.000007823,1.2221091E-5
91.5,31.000007823,1.1804911E-5
94.5,31.000007823,2.7211828E-4
97.5,31.000007823,2.1924259E-4
100.5,31.000007823,2.1339887E-4
103.5,31.000007823,2.2511109E-4
106.5,31.000007823,1.750778E-5
109.5,31.000007823,8.879435E-5
112.5,31.000007823,2.4368612E-5
115.5,31.000007823,0.0
118.5,31.000007823,0.0016049017
121.5,31.000007823,0.0014214338
130.5,31.000007823,6.2672545E-5
-178.5,28.000007823,2.5153298E-5
-118.5,28.000007823,3.741655E-11
-115.5,28.000007823,4.802552E-11
-112.5,28.000007823,6.943739E-11
-109.5,28.000007823,1.3105037E-5
-106.5,28.000007823,1.4260994E-5
-103.5,28.000007823,5.208473E-7
-100.5,28.000007823,3.1428703E-5
-97.5,28.000007823,3.489101E-5
-94.5,28.000007823,4.4463974E-5
-91.5,28.000007823,3.656435E-5
-88.5,28.000007823,4.4109598E-5
-82.5,28.000007823,1.5888989E-5
-79.5,28.000007823,1.5488422E-5
-76.5,28.000007823,1.8091187E-5
-16.5,28.000007823,4.0451778E-7
-13.5,28.000007823,7.334404E-11
-10.5,28.000007823,1.15005665E-10
-7.5,28.000007823,1.0223433E-9
-4.5,28.000007823,1.5755214E-9
-1.5,28.000007823,1.8954032E-9
1.5,28.000007823,1.7239492E-9
4.5,28.000007823,1.5251294E-9
7.5,28.000007823,1.356903E-9
10.5,28.000007823,2.9201994E-10
13.5,28.000007823,2.3902844E-10
16.5,28.000007823,1.5765805E-10
19.5,28.000007823,1.3168198E-10
22.5,28.000007823,1.6554617E-10
25.5,28.000007823,1.585339E-10
28.5,28.000007823,1.379576E-10
31.5,28.000007823,1.362564E-10
34.5,28.000007823,1.7490762E-10
37.5,28.000007823,2.347928E-10
40.5,28.000007823,3.1798614E-10
43.5,28.000007823,3.0750125E-14
46.5,28.000007823,3.697363E-14
49.5,28.000007823,4.1918188E-10
52.5,28.000007823,1.1629587E-6
55.5,28.000007823,2.224643E-14
58.5,28.000007823,3.016657E-10
61.5,28.000007823,2.9168412E-10
64.5,28.000007823,8.480411E-10
67.5,28.000007823,2.7392769E-10
70.5,28.000007823,2.885043E-10
73.5,28.000007823,1.023864E-6
76.5,28.000007823,3.7709327E-5
79.5,28.000007823,3.5710622E-5
82.5,28.000007823,2.6842445E-5
85.5,28.000007823,2.2375374E-5
88.5,28.000007823,1.09494395E-4
91.5,28.000007823,1.08040775E-4
94.5,28.000007823,2.2630164E-5
97.5,28.000007823,2.3634973E-5
100.5,28.000007823,8.9851696E-5
103.5,28.000007823,3.882712E-5
106.5,28.000007823,7.512213E-5
109.5,28.000007823,9.1589456E-5
112.5,28.000007823,0.001459116
115.5,28.000007823,1.0334349E-4
118.5,28.000007823,8.0841666E-5
121.5,28.000007823,0.0011332344
127.5,28.000007823,4.357974E-5
130.5,28.000007823,4.682816E-5
142.5,28.000007823,3.740969E-5
-172.5,25.000007823,1.4179275E-5
-112.5,25.000007823,6.023037E-11
-109.5,25.000007823,2.3034445E-7
-106.5,25.000007823,7.2893536E-6
-103.5,25.000007823,4.430753E-6
-100.5,25.000007823,1.0260318E-5
-97.5,25.000007823,2.157387E-5
-82.5,25.000007823,1.3568283E-5
-79.5,25.000007823,1.38701635E-5
-76.5,25.000007823,1.2724872E-5
-73.5,25.000007823,1.0325126E-5
-16.5,25.000007823,5.2347696E-11
-13.5,25.000007823,8.742186E-11
-10.5,25.000007823,1.5608129E-10
-7.5,25.000007823,9.602343E-10
-4.5,25.000007823,1.2525351E-9
-1.5,25.000007823,1.0526972E-9
1.5,25.000007823,3.1815423E-10
4.5,25.000007823,2.6177702E-10
7.5,25.000007823,2.5376748E-10
10.5,25.000007823,2.7487126E-10
13.5,25.000007823,2.5540584E-10
16.5,25.000007823,1.991645E-10
19.5,25.000007823,1.7471903E-10
22.5,25.000007823,1.9157693E-10
25.5,25.000007823,1.7863659E-10
28.5,25.000007823,1.6254313E-10
31.5,25.000007823,1.5099766E-10
34.5,25.000007823,1.2875813E-10
37.5,25.000007823,1.15111067E-10
40.5,25.000007823,1.8179487E-10
43.5,25.000007823,2.5369448E-10
46.5,25.000007823,2.940403E-10
49.5,25.000007823,2.991298E-10
52.5,25.000007823,2.3102377E-10
55.5,25.000007823,1.5855668E-10
58.5,25.000007823,1.9936093E-10
61.5,25.000007823,1.7122163E-10
64.5,25.000007823,1.3439576E-10
67.5,25.000007823,5.880967E-7
70.5,25.000007823,6.050306E-7
73.5,25.000007823,2.5395644E-5
76.5,25.000007823,3.0119754E-5
79.5,25.000007823,3.5282577E-5
82.5,25.000007823,3.6362257E-5
85.5,25.000007823,3.0415189E-5
88.5,25.000007823,2.234749E-5
91.5,25.000007823,1.7704673E-5
94.5,25.000007823,1.6586428E-5
97.5,25.000007823,1.695269E-5
100.5,25.000007823,1.5847396E-5
103.5,25.000007823,2.1754582E-5
106.5,25.000007823,4.3477794E-5
109.5,25.000007823,6.327376E-5
112.5,25.000007823,7.039451E-5
115.5,25.000007823,5.6234097E-5
118.5,25.000007823,5.579696E-5
121.5,25.000007823,2.9778423E-5
124.5,25.000007823,3.664102E-5
127.5,25.000007823,4.301121E-5
130.5,25.000007823,3.4122077E-5
142.5,25.000007823,2.8056611E-5
-160.5,22.000007823,3.5049013E-6
-157.5,22.000007823,3.0829742E-6
-109.5,22.000007823,2.2506151E-7
-106.5,22.000007823,6.092902E-6
-103.5,22.000007823,5.0394565E-6
-100.5,22.000007823,5.20228E-6
-97.5,22.000007823,1.1891687E-5
-91.5,22.000007823,5.4976276E-6
-88.5,22.000007823,3.5531186E-6
-85.5,22.000007823,4.6091673E-6
-82.5,22.000007823,4.879706E-6
-79.5,22.000007823,4.536248E-6
-76.5,22.000007823,5.0288145E-6
-73.5,22.000007823,7.4425698E-6
-70.5,22.000007823,5.935487E-6
-16.5,22.000007823,4.5690146E-11
-13.5,22.000007823,9.0303494E-11
-10.5,22.000007823,1.5060181E-10
-7.5,22.000007823,1.8559948E-10
-4.5,22.000007823,2.1475442E-10
-1.5,22.000007823,2.1205575E-10
1.5,22.000007823,1.9408851E-10
4.5,22.000007823,1.6612951E-10
7.5,22.000007823,1.7239843E-10
10.5,22.000007823,1.9851026E-10
13.5,22.000007823,1.9910296E-10
16.5,22.000007823,1.7784153E-10
19.5,22.000007823,1.5709377E-10
22.5,22.000007823,1.4874672E-10
25.5,22.000007823,1.4613018E-10
28.5,22.000007823,1.4806334E-10
31.5,22.000007823,1.4459824E-10
34.5,22.000007823,1.0120704E-10
37.5,22.000007823,8.1985044E-11
40.5,22.000007823,9.9893434E-11
43.5,22.000007823,1.7877941E-10
46.5,22.000007823,2.3947402E-10
49.5,22.000007823,2.0898018E-10
52.5,22.000007823,1.673139E-10
55.5,22.000007823,1.3375387E-10
58.5,22.000007823,1.3768463E-10
67.5,22.000007823,2.136572E-5
70.5,22.000007823,1.7204735E-5
73.5,22.000007823,1.5627547E-5
76.5,22.000007823,2.0254083E-5
79.5,22.000007823,2.6123069E-5
82.5,22.000007823,2.8852857E-5
85.5,22.000007823,2.5148469E-5
88.5,22.000007823,2.2635553E-5
91.5,22.000007823,1.8048928E-5
94.5,22.000007823,1.717665E-5
97.5,22.000007823,1.5096363E-5
100.5,22.000007823,1.1235882E-5
103.5,22.000007823,1.5875621E-5
106.5,22.000007823,3.3700573E-5
109.5,22.000007823,4.2644853E-5
112.5,22.000007823,4.1144045E-5
